Name,Symbol,Industry Group,Industry,Current Price
Balaji Phos.,BALAJIPHOS,Fertilizers & Agrochemicals,Fertilizers,114
Balaji Telefilms,BALAJITELE,Entertainment,Media & Entertainment,93.17
Balaxi Pharma,BALAXI,Pharmaceuticals & Biotechnology,Pharmaceuticals,25.37
Balkrishna Inds,BALKRISIND,Auto Components,Tyres & Rubber Products,2284.6
Balkrishna Paper,BALKRISHNA,"Paper, Forest & Jute Products",Paper & Paper Products,17.08
Balmer Law. Inv.,BLIL,Finance,Holding Company,72.53
Balmer Lawrie,BALMLAWRIE,Diversified,Diversified,177.98
Balrampur Chini,BALRAMCHIN,Agricultural Food & other Products,Sugar,690.6
Balu Forge,BALUFORGE,Industrial Products,Castings & Forgings,574.1
Banaras Beads,BANARBEADS,Consumer Durables,"Gems, Jewellery And Watches",113.9
Banco Products,BANCOINDIA,Auto Components,Auto Components & Equipments,623.5
Bandhan Bank,BANDHANBNK,Banks,Private Sector Bank,164.95
Bang Overseas,BANG,Textiles & Apparels,Garments & Apparels,34.79
Bank of Baroda,BANKBARODA,Banks,Public Sector Bank,239
Bank of India,BANKINDIA,Banks,Public Sector Bank,145
Bank of Maha,MAHABANK,Banks,Public Sector Bank,85.95
Banka Bioloo,BANKA,Construction,Civil Construction,79
Bannari Amm Spg.,BASML,Textiles & Apparels,Other Textile Products,25.41
Bannari Amm.Sug.,BANARISUG,Agricultural Food & other Products,Sugar,3803.3
Bansal Wire Inds,BANSALWIRE,Industrial Products,Iron & Steel Products,315
Banswara Syntex,BANSWRAS,Textiles & Apparels,Other Textile Products,117.05
Barak Valley,BVCL,Cement & Cement Products,Cement & Cement Products,43.48
Barflex Polyfilm,BARFLEX,Industrial Products,Packaging,60.9
BASF India,BASF,Chemicals & Petrochemicals,Specialty Chemicals,3864.9
Basilic Fly Stud,BASILIC,Entertainment,Media & Entertainment,188.65
Bata India,BATAINDIA,Consumer Durables,Footwear,672.75
Batliboi,BATLIBOI,Industrial Manufacturing,Industrial Products,90.81
Baweja Studios L,BAWEJA,Entertainment,"Film Production, Distribution & Exhibition",26.1
Bayer Crop Sci.,BAYERCROP,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,3989.9
BCL Industries,BCLIND,Beverages,Breweries & Distilleries,36.62
BCPL Railway,BCPL,Construction,Civil Construction,68.45
Beacon Trust.,BEACON,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",83.6
Beardsell,BEARDSELL,Industrial Products,Other Industrial Products,25.31
Bedmutha Indus.,BEDMUTHA,Industrial Products,Iron & Steel Products,112.37
Beekay Steel Ind,BEEKAY,Industrial Products,Iron & Steel Products,417.4
Behari Lal Engg.,BLEL,Industrial Products,Iron & Steel Products,453.15
Bella Casa Fashi,BELLACASA,Textiles & Apparels,Garments & Apparels,242.85
Belrise Industri,BELRISE,Auto Components,Auto Components & Equipments,236.86
BEML Land Assets,BLAL,Finance,Investment Company,160.88
BEML Ltd,BEML,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,2057.8
Benares Hotels,BENARAS,Leisure Services,Hotels & Resorts,10200
Bengal & Assam,BENGALASM,Finance,Non Banking Financial Company (NBFC),6332.5
Berger Paints,BERGEPAINT,Consumer Durables,Paints,485.3
Best Agrolife,BESTAGRO,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,19.29
Beta Drugs Ltd,BETA,Pharmaceuticals & Biotechnology,Pharmaceuticals,2218.5
BEW Engg,BEWLTD,Industrial Manufacturing,Industrial Products,49.3
BF Investment,BFINVEST,Finance,Holding Company,469.35
BF Utilities,BFUTILITIE,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",542.45
BGR Energy Sys.,BGRENERGY,Construction,Civil Construction,246.26
Bhadora Indust.,BHADORA,Industrial Products,Cables - Electricals,111.95
Bhageria Indust.,BHAGERIA,Chemicals & Petrochemicals,Dyes And Pigments,304.65
Bhagiradha Chem.,BHAGCHEM,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,264.6
Bhagyanagar Ind,BHAGYANGR,Non - Ferrous Metals,Copper,370.45
Bhandari Hosiery,BHANDARI,Textiles & Apparels,Other Textile Products,3.03
Bhansali Engg.,BEPL,Chemicals & Petrochemicals,Petrochemicals,127.5
Bharat Bijlee,BBL,Electrical Equipment,Heavy Electrical Equipment,2289.3
Bharat Coking,BHARATCOAL,Consumable Fuels,Coal,33.81
Bharat Dynamics,BDL,Aerospace & Defense,Aerospace & Defense,1255
Bharat Electron,BEL,Aerospace & Defense,Aerospace & Defense,405.35
Bharat Forge,BHARATFORG,Auto Components,Auto Components & Equipments,1956
Bharat Gears,BHARATGEAR,Auto Components,Auto Components & Equipments,102.93
Bharat Parenter.,BPLPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1533.3
Bharat Rasayan,BHARATRAS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1171.8
Bharat Road,BRNL,Construction,Civil Construction,17.12
Bharat Seats,BHARATSE,Auto Components,Auto Components & Equipments,211.69
Bharat Wire,BHARATWIRE,Industrial Products,Iron & Steel Products,181.32
Bharti Airtel,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,1840
Bharti Hexacom,BHARTIHEXA,Telecom - Services,Telecom - Cellular & Fixed line services,1495.4
Bhartiya Intl.,BIL,Consumer Durables,Leather And Leather Products,907.85
Bhilwara Tech,BTTL,Textiles & Apparels,Trading - Textile Products,41.53
BIGBLOC Const.,BIGBLOC,Cement & Cement Products,Cement & Cement Products,41.92
Bikaji Foods,BIKAJI,Food Products,Packaged Foods,584.2
Bikewo Green,BIKEWO,Automobiles,Auto Dealer,97.8
BIL Vyapar,BILVYAPAR,Finance,Holding Company,4.04
Bilcare,BI,Healthcare Services,"Healthcare Research, Analytics & Technology",95.85
Billionbrains,GROWW,Capital Markets,Stockbroking & Allied,194
Bimetal Bearings,BIMETAL,Auto Components,Auto Components & Equipments,635
Bio Medica Lab,BMLL,Pharmaceuticals & Biotechnology,Pharmaceuticals,177
Biocon,BIOCON,Pharmaceuticals & Biotechnology,Pharmaceuticals,397.4
Biofil Chemicals,BIOFILCHEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,32
Biopol Chemicals,BIOPOL,Chemicals & Petrochemicals,Specialty Chemicals,45.75
Birla Cable,BIRLACABLE,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,376.55
Birla Corpn.,BIRLACORPN,Cement & Cement Products,Cement & Cement Products,887.35
Birla Precision,BIRLAPREC,Industrial Manufacturing,Industrial Products,57.92
BirlaNu Ltd,BIRLANU,Other Construction Materials,Other Construction Materials,1448
Birlasoft Ltd,BSOFT,IT - Software,Computers - Software & Consulting,289.35
Black Box,BBOX,IT - Services,IT Enabled Services,712.25
Black Rose Indus,BLACKROSE,Chemicals & Petrochemicals,Specialty Chemicals,113.02
Blackbuck,BLACKBUCK,Transport Services,Transport Related Services,586.1
BLB,BLBLIMITED,Finance,Investment Company,16.68
Bliss GVS Pharma,BLISSGVS,Pharmaceuticals & Biotechnology,Pharmaceuticals,671
BLS E-Services,BLSE,IT - Services,IT Enabled Services,320.05
BLS Internat.,BLS,Leisure Services,"Tour, Travel Related Services",238.79
Blu.Coast Hotel.,BLUECOAST,Leisure Services,Hotels & Resorts,23.49
Blue Chip India,BLUECHIP,Finance,Investment Company,2.14
Blue Cloud Soft.,BLUECLOUDS,IT - Software,Software Products,19.88
Blue Dart Expres,BLUEDART,Transport Services,Logistics Solution Provider,4991.7
Blue Jet Health,BLUEJET,Pharmaceuticals & Biotechnology,Pharmaceuticals,569.8
Blue Pebble,BLUEPEBBLE,Other Consumer Services,Other Consumer Services,84
Blue Star,BLUESTARCO,Consumer Durables,Household Appliances,1484
Blue Water,BLUEWATER,Transport Services,Logistics Solution Provider,486.75
Bluestone Jewel,BLUESTONE,Consumer Durables,"Gems, Jewellery And Watches",842.75
Bluspring Enter.,BLUSPRING,Commercial Services & Supplies,Diversified Commercial Services,138.96
BMW Ventures,BMWVENTLTD,Metals & Minerals Trading,Trading - Metals,55.36
BN Agrochem,BNAGROCHEM,Commercial Services & Supplies,Trading & Distributors,216.73
Bodal Chemicals,BODALCHEM,Chemicals & Petrochemicals,Dyes And Pigments,155.62
Bodhi Tree,BTML,Entertainment,Digital Entertainment,8.51
Bohra Industries,BOHRAIND,Fertilizers & Agrochemicals,Fertilizers,12.7
Bombay Dyeing,BOMDYEING,Textiles & Apparels,Other Textile Products,113.47
Bombay Metrics,BMETRICS,Commercial Services & Supplies,Trading & Distributors,35.15
Bombay Super Hyb,BSHSL,Agricultural Food & other Products,Other Agricultural Products,91.48
Bonlon Industrie,BONLON,Diversified Metals,Diversified Metals,40.13
Borana Weaves,BORANA,Textiles & Apparels,Other Textile Products,307.6
Borosil,BOROLTD,Consumer Durables,Houseware,258.96
Borosil Renew.,BORORENEW,Industrial Products,Glass - Industrial,499.15
Borosil Scienti.,BOROSCI,Industrial Products,Glass - Industrial,132.16
Bosch,BOSCHLTD,Auto Components,Auto Components & Equipments,46820
Bosch Home Comfort,BOSCH-HCIL,Consumer Durables,Household Appliances,1818.8
Boss Packaging,BOSS,Industrial Manufacturing,Industrial Products,55.7
BPL,BPL,Consumer Durables,Consumer Electronics,49.38
Brace Port,BRACEPORT,Transport Services,Logistics Solution Provider,58.8
Brahmaputra Inf.,BRAHMINFRA,Construction,Civil Construction,163.82
Brainbees Solut.,FIRSTCRY,Retailing,E-Retail/ E-Commerce,180.16
Brand Concepts,BCONCEPTS,Retailing,Speciality Retail,167.33
Brandman Retail,BRANDMAN,Consumer Durables,Footwear,171.3
Brigade Enterpr.,BRIGADE,Realty,"Residential, Commercial Projects",696.1
Brigade Hotel,BRIGHOTEL,Leisure Services,Hotels & Resorts,59.19
Bright Brothers,BRIGHTBR,Industrial Products,Plastic Products - Industrial,254.8
Brightcom Group,BCG,IT - Services,IT Enabled Services,8.98
Britannia Inds.,BRITANNIA,Food Products,Packaged Foods,5101.5
Brookfield India,BIRET,Realty,Real Estate Investment Trusts (REITs),341.79
Brooks Lab.,BROOKS,Pharmaceuticals & Biotechnology,Pharmaceuticals,66.07
BSE,BSE,Capital Markets,Exchange and Data Platform,3409.8
BSL,BSL,Textiles & Apparels,Other Textile Products,123.58
Bulkcorp Inter.,BULKCORP,Industrial Products,Packaging,78
Burnpur Cement,BURNPUR,Cement & Cement Products,Cement & Cement Products,21.56
Butterfly Gan Ap,BUTTERFLY,Consumer Durables,Household Appliances,624.85
C C C L,CCCL,Realty,"Residential, Commercial Projects",14.27
C D S L,CDSL,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",1394.6
C K K Retail,CKKRETAIL,Agricultural Food & other Products,Sugar,151
C P C L,CHENNPETRO,Petroleum Products,Refineries & Marketing,1452.2
C P S Shapers,CPS,Textiles & Apparels,Garments & Apparels,1130
C.E. Info System,MAPMYINDIA,IT - Software,Software Products,972.2
C2C Advanced,C2C,Aerospace & Defense,Aerospace & Defense,221.8
Cadsys (India),CADSYS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),46.45
Caliber Mining,CMLL,Consumable Fuels,Coal,503.05
California Soft.,CALSOFT,IT - Software,Computers - Software & Consulting,40.98
Cambridge Tech.,CTE,IT - Software,Computers - Software & Consulting,41.82
Camlin Fine,CAMLINFINE,Chemicals & Petrochemicals,Specialty Chemicals,103.13
Campus Activewe.,CAMPUS,Consumer Durables,Footwear,223.24
Cams Services,CAMS,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",748.8
Can Fin Homes,CANFINHOME,Finance,Housing Finance Company,807.4
Canara Bank,CANBK,Banks,Public Sector Bank,125.5
Canara HSBC,CANHLIFE,Insurance,Life Insurance,157.23
Canara Robeco,CRAMC,Capital Markets,Asset Management Company,251.5
Canarys Automa.,CANARYS,IT - Software,Computers - Software & Consulting,26.1
Cantabil Retail,CANTABIL,Textiles & Apparels,Garments & Apparels,243.05
Capacit'e Infra.,CAPACITE,Construction,Civil Construction,216.22
Capillary Tech.,CAPILLARY,IT - Software,Software Products,490.05
Capital India,CIFL,Finance,Non Banking Financial Company (NBFC),19.98
Capital Infra,CAPINVIT,Construction,Civil Construction,76.64
Capital Small,CAPITALSFB,Banks,Other Bank,280.95
Capital Trust,CAPTRUST,Finance,Non Banking Financial Company (NBFC),20.04
Caplin Point Lab,CAPLIPOINT,Pharmaceuticals & Biotechnology,Pharmaceuticals,2810.8
Capri Global,CGCL,Finance,Non Banking Financial Company (NBFC),279.9
Captain Polyplas,CPL,Industrial Products,Plastic Products - Industrial,62.11
Carborundum Uni.,CARBORUNIV,Industrial Products,Abrasives & Bearings,1130.6
CARE Ratings,CARERATING,Capital Markets,Ratings,1738.2
Career Point Edu,CPEDU,Other Consumer Services,Education,191.97
Carraro India,CARRARO,Auto Components,Auto Components & Equipments,533.65
Cartrade Tech,CARTRADE,Retailing,E-Retail/ E-Commerce,3000.2
Carysil,CARYSIL,Consumer Durables,Household Appliances,1140.8
Cash UR Drive,CUDML,Media,Advertising & Media Agencies,105.2
Castrol India,CASTROLIND,Petroleum Products,Lubricants,190.27
CCL Products,CCL,Agricultural Food & other Products,Tea & Coffee,1106.2
CEAT,CEATLTD,Auto Components,Tyres & Rubber Products,3333.2
Cedaar Textile,CEDAAR,Textiles & Apparels,Other Textile Products,13.6
Ceigall India,CEIGALL,Construction,Civil Construction,355.8
Ceinsys Tech,CEINSYS,IT - Software,Computers - Software & Consulting,677.85
Celebrity Fash.,CELEBRITY,Textiles & Apparels,Garments & Apparels,6.8
Cell Point,CELLPOINT,Retailing,Speciality Retail,16.3
Cellecor Gadgets,CELLECOR,Consumer Durables,Consumer Electronics,32.85
Cello World,CELLO,Consumer Durables,Houseware,342
Cemindia Project,CEMPRO,Construction,Civil Construction,1297.4
Central Bank,CENTRALBK,Banks,Public Sector Bank,31.08
Central Mine Pla,CMPDI,Construction,Civil Construction,243.92
Centrum Capital,CENTRUM,Finance,Other Financial Services,22.55
Centum Electron,CENTUM,Aerospace & Defense,Aerospace & Defense,3767.3
Century Enka,CENTENKA,Textiles & Apparels,Other Textile Products,608.9
Century Extrus.,CENTEXT,Industrial Products,"Aluminium, Copper & Zinc Products",20.19
Century Plyboard,CENTURYPLY,Consumer Durables,Plywood Boards/ Laminates,748.45
Cera Sanitary.,CERA,Consumer Durables,Sanitary Ware,5787.5
Cerebra Integr.,CEREBRAINT,IT - Hardware,Computers Hardware & Equipments,2.69
CESC,CESC,Power,Integrated Power Utilities,146.5
CG Power & Ind,CGPOWER,Electrical Equipment,Heavy Electrical Equipment,891
CG-VAK Software,CGVAK,IT - Software,Computers - Software & Consulting,148.21
Chalet Hotels,CHALET,Leisure Services,Hotels & Resorts,896.75
Chaman Metallics,CMNL,Ferrous Metals,Sponge Iron,115.75
Chamanlal Setia,CLSEL,Agricultural Food & other Products,Other Agricultural Products,301.9
Chambal Fert.,CHAMBLFERT,Fertilizers & Agrochemicals,Fertilizers,419.05
Chamunda Ele.,CHAMUNDA,Commercial Services & Supplies,Diversified Commercial Services,43.35
Chandan Healthca,CHANDAN,Healthcare Services,Healthcare Service Provider,211.5
Chavda Infra Ltd,CHAVDA,Construction,Civil Construction,124.5
Chembond Chemic.,CHEMBONDCH,Chemicals & Petrochemicals,Specialty Chemicals,254.45
Chembond Materi.,CHEMBOND,Chemicals & Petrochemicals,Specialty Chemicals,170.9
Chemcon Special.,CHEMCON,Chemicals & Petrochemicals,Specialty Chemicals,198.38
Chemcrux Enterp.,CHEMCRUX,Chemicals & Petrochemicals,Specialty Chemicals,82.16
Chemfab Alka.,CHEMFAB,Chemicals & Petrochemicals,Commodity Chemicals,360.1
Chemplast Sanmar,CHEMPLASTS,Chemicals & Petrochemicals,Specialty Chemicals,170.29
Chetana Educa.,CHETANA,Printing & Publication,Printing & Publication,43.65
Cheviot Company,CHEVIOT,"Paper, Forest & Jute Products",Jute & Jute Products,1159.4
Choice Intl.,CHOICEIN,Finance,Holding Company,760.95
Chola Financial,CHOLAHLDNG,Finance,Investment Company,1525.7
Cholaman.Inv.&Fn,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),1839
CIE Automotive,CIEINDIA,Auto Components,Auto Components & Equipments,385.35
Cineline India,CINELINE,Entertainment,"Film Production, Distribution & Exhibition",95.23
Cinevista,CINEVISTA,Realty,"Residential, Commercial Projects",14.24
Cipla,CIPLA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1385
Citius Transnet,CITIUSINVT,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",116.37
City Union Bank,CUB,Banks,Private Sector Bank,236.01
CL Educate,CLEDUCATE,Other Consumer Services,Education,58.08
Classic Electrod,CLASSICEIL,Industrial Products,Other Industrial Products,54.95
Clay Craft India,CLAYCRAFT,Consumer Durables,Houseware,159.4
CLC Industries,CLCIND,Textiles & Apparels,Other Textile Products,47.48
Clean Max Enviro,CLEANMAX,Power,Power Generation,1347.9
Clean Science,CLEAN,Chemicals & Petrochemicals,Specialty Chemicals,836.15
Clear Secured,CSSL,Commercial Services & Supplies,Diversified Commercial Services,91.65
CMR Green Tech.,CMRGREEN,Industrial Products,"Aluminium, Copper & Zinc Products",228.34
CMS Info Systems,CMSINFO,Commercial Services & Supplies,Diversified Commercial Services,243.46
Coal India,COALINDIA,Consumable Fuels,Coal,415.35
Coastal Corporat,COASTCORP,Food Products,Seafood,41.88
Cochin Shipyard,COCHINSHIP,Industrial Manufacturing,Ship Building & Allied Services,1499.1
Coffee Day Enter,COFFEEDAY,Leisure Services,Restaurants,32.86
Coforge,COFORGE,IT - Software,Computers - Software & Consulting,1972.8
Cohance Life,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,456.6
Colgate-Palmoliv,COLPAL,Personal Products,Personal Care,1829.2
Comfort Intech,COMFINTE,Beverages,Breweries & Distilleries,6.21
Commerl. Synbags,COMSYN,Industrial Products,Packaging,301.3
Committed Cargo,COMMITTED,Transport Services,Logistics Solution Provider,345
Competent Auto,COMPEAU,Automobiles,Auto Dealer,371.8
Compucom Soft.,COMPUSOFT,Other Consumer Services,Education,13.02
Concord Biotech,CONCORDBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,1417.1
Concord Enviro,CEWATER,Other Utilities,Waste Management,262.55
Confidence Fut.,CFEL,Commercial Services & Supplies,Trading & Distributors,32.48
Confidence Petro,CONFIPET,Gas,LPG/CNG/PNG/LNG Supplier,82.48
Connplex Cinemas,CONNPLEX,Entertainment,"Film Production, Distribution & Exhibition",244.45
Cons. Finvest,CONSOFINVT,Finance,Non Banking Financial Company (NBFC),288.3
Container Corpn.,CONCOR,Transport Services,Logistics Solution Provider,508
Continental Seed,CONTI,Commercial Services & Supplies,Trading & Distributors,11.1
Control Print,CONTROLPR,IT - Hardware,Computers Hardware & Equipments,593.35
Cool Caps,COOLCAPS,Industrial Products,Packaging,24.5
Coral India Fin.,CORALFINAC,Commercial Services & Supplies,Diversified Commercial Services,33.47
Cords Cable,CORDSCABLE,Industrial Products,Cables - Electricals,317
Coromandel Inter,COROMANDEL,Fertilizers & Agrochemicals,Fertilizers,1938.8
Corona Remedies,CORONA,Pharmaceuticals & Biotechnology,Pharmaceuticals,2100.1
Cosmo First,COSMOFIRST,Industrial Products,Packaging,919.85
Country Club Hos,CCHHL,Leisure Services,Hotels & Resorts,12.61
Country Condo,COUNCODOS,Realty,"Residential, Commercial Projects",6.45
CP Capital,CPCAP,Finance,Non Banking Financial Company (NBFC),128.33
Craftsman Auto,CRAFTSMAN,Auto Components,Auto Components & Equipments,11398
Cravatex,CRAVATEX,Commercial Services & Supplies,Trading & Distributors,329.5
Crayons Advertis,CRAYONS,Media,Advertising & Media Agencies,25.1
Creative Eye,CREATIVEYE,Entertainment,Media & Entertainment,6.19
